EU	GL	JP	NA	OT	genre	platform	pub	title	year	mGame
0.0	0.04	0.04	0.0	0.0	Role-Playing	GBA	Namco Bandai Games	Klonoa Heroes: Densetsu no Star Medal	2002	0
0.01	0.04	0.0	0.03	0.0	Puzzle	GBA	Rage Software	Denki Blocks!	2001	0
0.01	0.04	0.0	0.03	0.0	Action	GBA	Namco Bandai Games	Dragon Ball: Advanced Adventure	2004	0
0.01	0.04	0.0	0.03	0.0	Action	GBA	THQ	The Ripping Friends	2002	0
0.01	0.04	0.0	0.03	0.0	Action	GBA	Flashpoint Games	Super Army War	2005	0
0.01	0.04	0.0	0.03	0.0	Shooter	GBA	Activision	Doom II: Hell on Earth	2002	0
0.01	0.04	0.0	0.03	0.0	Racing	GBA	Zoo Digital Publishing	Big Mutha Truckers	2005	0
0.01	0.04	0.0	0.03	0.0	Shooter	GBA	Ubisoft	The Sum of All Fears	2002	0
0.01	0.04	0.0	0.03	0.0	Action	GBA	Activision	Minority Report: Everybody Runs	2002	0
0.01	0.04	0.0	0.03	0.0	Platform	GBA	Game Factory	Garfield: The Search for Pooky	2003	0
0.01	0.04	0.0	0.03	0.0	Action	GBA	Namco Bandai Games	Gumby vs. the Astrobots	2005	0
0.01	0.04	0.0	0.03	0.0	Shooter	GBA	Universal Interactive	Monster Force	2002	0
0.01	0.04	0.0	0.03	0.0	Sports	GBA	Ignition Entertainment	Stadium Games	2003	0
0.01	0.04	0.0	0.03	0.0	Action	GBA	BAM! Entertainment	Hot Potato!	2001	0
0.01	0.04	0.0	0.03	0.0	Platform	GBA	Midway Games	The Ant Bully	2006	0
0.01	0.04	0.0	0.03	0.0	Misc	GBA	THQ	Sega Arcade Gallery	2003	0
0.01	0.03	0.0	0.03	0.0	Action	GBA	Activision	Alienators: Evolution Continues	2001	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	Game Factory	Care Bears - Care Quest	2005	0
0.0	0.03	0.03	0.0	0.0	Action	GBA	Hudson Soft	Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken	2002	0
0.01	0.03	0.0	0.02	0.0	Fighting	GBA	Banpresto	Zatch Bell! Electric Arena	2003	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	Crave Entertainment	Sky Dancers	2005	0
0.01	0.03	0.0	0.02	0.0	Shooter	GBA	Konami Digital Entertainment	Silent Scope	2002	0
0.0	0.03	0.03	0.0	0.0	Role-Playing	GBA	Sting	Yggdra Union: We'll Never Fight Alone	2006	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	Ubisoft	Crouching Tiger, Hidden Dragon	2003	0
0.01	0.03	0.0	0.02	0.0	Racing	GBA	BAM! Entertainment	Driven	2001	0
0.01	0.03	0.0	0.02	0.0	Sports	GBA	Atari	Backyard NFL Football 2006	2005	0
0.0	0.03	0.03	0.0	0.0	Role-Playing	GBA	Konami Digital Entertainment	Monster Guardians	2001	0
0.01	0.03	0.0	0.02	0.0	Platform	GBA	Conspiracy Entertainment	An American Tail: Fievel's Gold Rush	2002	0
0.01	0.03	0.0	0.02	0.0	Platform	GBA	Play It	James Pond: Codename Robocod	2005	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	LSP Games	CT Special Forces	2002	0
0.01	0.03	0.0	0.02	0.0	Sports	GBA	Electronic Arts	FIFA World Cup: Germany 2006	2006	0
0.01	0.03	0.0	0.02	0.0	Platform	GBA	Vivendi Games	Earthworm Jim 2	2002	0
0.01	0.03	0.0	0.02	0.0	Racing	GBA	Atari	Driv3r	2005	0
0.01	0.03	0.0	0.02	0.0	Sports	GBA	Ignition Entertainment	Elf Bowling 1 & 2	2005	0
0.01	0.03	0.0	0.02	0.0	Platform	GBA	Swing! Entertainment	The Flintstones: Big Trouble in Bedrock	2001	0
0.01	0.03	0.0	0.02	0.0	Adventure	GBA	Zoo Digital Publishing	Chicken Shoot 2	2005	0
0.01	0.03	0.0	0.02	0.0	Platform	GBA	Atari	Totally Spies!	2005	0
0.01	0.03	0.0	0.02	0.0	Racing	GBA	Empire Interactive	Starsky & Hutch	2003	0
0.01	0.03	0.0	0.02	0.0	Platform	GBA	LSP Games	Sitting Ducks	2003	0
0.0	0.03	0.03	0.0	0.0	Role-Playing	GBA	Nintendo	Eyeshield 21: DevilBats DevilDays	2006	0
0.01	0.03	0.0	0.02	0.0	Platform	GBA	Namco Bandai Games	Klonoa 2: Dream Champ Tournament	2002	0
0.01	0.03	0.0	0.02	0.0	Puzzle	GBA	Majesco Entertainment	Super Collapse! II	2004	0
0.01	0.03	0.0	0.02	0.0	Misc	GBA	Majesco Entertainment	Golden Nugget Casino / Texas Hold 'Em Double Pack	2005	0
0.01	0.03	0.0	0.02	0.0	Racing	GBA	Zoo Digital Publishing	Smashing Drive	2004	0
0.01	0.03	0.0	0.02	0.0	Role-Playing	GBA	Marvelous Interactive	CIMA: The Enemy	2003	0
0.01	0.03	0.0	0.02	0.0	Puzzle	GBA	Zoo Digital Publishing	Marble Madness / Klax	2005	0
0.01	0.03	0.0	0.02	0.0	Shooter	GBA	Zoo Digital Publishing	R-Type III: The Third Lightning	2004	0
0.01	0.03	0.0	0.02	0.0	Puzzle	GBA	Atari	Atomic Betty	2005	0
0.01	0.03	0.0	0.02	0.0	Sports	GBA	Zoo Digital Publishing	Street Jam Basketball	2004	0
0.01	0.03	0.0	0.02	0.0	Platform	GBA	Capcom	Disney's Aladdin	2003	0
0.01	0.03	0.0	0.02	0.0	Platform	GBA	Atari	Popeye: Rush for Spinach	2005	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	Ubisoft	Planet of the Apes	2001	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	Zoo Digital Publishing	Gekido Advance: Kintaro's Revenge	2002	0
0.0	0.03	0.03	0.0	0.0	Sports	GBA	Konami Digital Entertainment	Power Poke Dash	2006	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	THQ	Buffy the Vampire Slayer: Wrath of the Darkhul King	2003	0
0.0	0.03	0.03	0.0	0.0	Sports	GBA	Nintendo	Calcio Bit	2006	0
0.0	0.03	0.03	0.0	0.0	Fighting	GBA	ESP	Hajime no Ippo: The Fighting	2002	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	THQ	Kong: King of Atlantis	2005	0
0.01	0.03	0.0	0.02	0.0	Sports	GBA	Konami Digital Entertainment	Disney Sports Soccer	2002	0
0.01	0.03	0.0	0.02	0.0	Shooter	GBA	Take-Two Interactive	Max Payne	2003	0
0.01	0.03	0.0	0.02	0.0	Sports	GBA	Acclaim Entertainment	Dave Mirra Freestyle BMX 3	2002	0
0.01	0.03	0.0	0.02	0.0	Shooter	GBA	Activision	Greg Hastings' Tournament Paintball Max'd	2006	0
0.01	0.03	0.0	0.02	0.0	Racing	GBA	Ignition Entertainment	Demon Driver: Time to Burn Rubber!	2003	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	Sega	Jet Grind Radio	2003	0
0.01	0.03	0.0	0.02	0.0	Role-Playing	GBA	Destination Software, Inc	Baldur's Gate: Dark Alliance	2004	0
0.01	0.03	0.0	0.02	0.0	Sports	GBA	Electronic Arts	Madden NFL 07	2006	0
0.01	0.03	0.0	0.02	0.0	Misc	GBA	Game Factory	Franklin the Turtle	2005	0
0.01	0.03	0.0	0.02	0.0	Misc	GBA	Zoo Digital Publishing	Gauntlet / Rampart	2005	0
0.01	0.03	0.0	0.02	0.0	Action	GBA	Eidos Interactive	Justice League Heroes: The Flash	2006	0
0.01	0.03	0.0	0.02	0.0	Puzzle	GBA	Unknown	Bookworm	2004	0
0.01	0.03	0.0	0.02	0.0	Racing	GBA	THQ	Drome Racers	2003	0
0.0	0.03	0.02	0.0	0.0	Role-Playing	GBA	Marvelous Interactive	Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu	2006	0
0.01	0.02	0.0	0.02	0.0	Racing	GBA	Zoo Digital Publishing	Spy Hunter / Super Sprint	2005	0
0.01	0.02	0.0	0.02	0.0	Shooter	GBA	Global Star	Serious Sam Advance	2004	0
0.01	0.02	0.0	0.02	0.0	Action	GBA	Capcom	Disney's Magical Quest 3 Starring Mickey and Donald	2003	0
0.01	0.02	0.0	0.02	0.0	Racing	GBA	Codemasters	Colin McRae Rally 2.0	2002	0
0.01	0.02	0.0	0.02	0.0	Shooter	GBA	Konami Digital Entertainment	AirForce Delta Storm	2002	0
0.01	0.02	0.0	0.02	0.0	Shooter	GBA	Vivendi Games	Thunderbirds	2004	0
0.01	0.02	0.0	0.02	0.0	Role-Playing	GBA	Atlus	DemiKids: Dark Version	2002	0
0.01	0.02	0.0	0.02	0.0	Platform	GBA	Unknown	Blender Bros.	2002	0
0.01	0.02	0.0	0.02	0.0	Role-Playing	GBA	Atlus	DemiKids: Light Version	2002	0
0.0	0.02	0.02	0.0	0.0	Role-Playing	GBA	King Records	Shaman King: Chou Senjiryokketsu 3	2002	0
0.01	0.02	0.0	0.02	0.0	Role-Playing	GBA	Banpresto	Summon Night: Swordcraft Story	2003	0
0.01	0.02	0.0	0.02	0.0	Shooter	GBA	Zoo Digital Publishing	Kill.Switch	2004	0
0.01	0.02	0.0	0.01	0.0	Sports	GBA	Aspyr	Wakeboarding Unleashed Featuring Shaun Murray	2003	0
0.01	0.02	0.0	0.01	0.0	Role-Playing	GBA	Konami Digital Entertainment	Shonen Jump's Shaman King: Master of Spirits 2	2005	0
0.01	0.02	0.0	0.01	0.0	Sports	GBA	Unknown	Disney Sports Football	2002	0
0.01	0.02	0.0	0.01	0.0	Platform	GBA	THQ	Prehistorik Man	2001	0
0.01	0.02	0.0	0.01	0.0	Racing	GBA	Destination Software, Inc	F1 2002	2002	0
0.01	0.02	0.0	0.01	0.0	Action	GBA	Atari	Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation	2006	0
0.01	0.02	0.0	0.01	0.0	Role-Playing	GBA	Victor Interactive	Car Battler Joe	2001	0
0.01	0.02	0.0	0.01	0.0	Strategy	GBA	Titus	Virtual Kasparov	2002	0
0.0	0.02	0.0	0.01	0.0	Misc	GBA	Disney Interactive Studios	The Cheetah Girls	2006	0
0.0	0.02	0.0	0.01	0.0	Action	GBA	Konami Digital Entertainment	Teenage Mutant Ninja Turtles Double Pack	2006	0
0.0	0.02	0.0	0.01	0.0	Misc	GBA	Hasbro Interactive	Shrek / Shark Tale Game Boy Advance Video	2006	0
0.0	0.02	0.0	0.01	0.0	Action	GBA	Ubisoft	The Mummy	2002	0
0.0	0.02	0.0	0.01	0.0	Adventure	GBA	Vivendi Games	Barbie as the Princess and the Pauper	2004	0
0.0	0.02	0.0	0.01	0.0	Action	GBA	BAM! Entertainment	Kong: The Animated Series	2002	0
0.0	0.02	0.0	0.01	0.0	Puzzle	GBA	Conspiracy Entertainment	Tiny Toon Adventures: Wacky Stackers	2001	0
0.0	0.02	0.0	0.01	0.0	Role-Playing	GBA	Hudson Entertainment	Robopon 2: Cross Version	2001	0
0.0	0.02	0.0	0.01	0.0	Puzzle	GBA	Telegames	Ultimate Puzzle Games	2005	0
0.0	0.02	0.0	0.01	0.0	Misc	GBA	Atari	Space Channel 5: Ulala's Cosmic Attack	2002	0
0.0	0.02	0.0	0.01	0.0	Sports	GBA	Konami Digital Entertainment	Disney Sports Basketball	2002	0
0.0	0.02	0.0	0.01	0.0	Platform	GBA	Midway Games	Ozzy & Drix	2003	0
0.0	0.02	0.0	0.01	0.0	Shooter	GBA	Namco Bandai Games	SD Gundam Force	2004	0
0.0	0.02	0.0	0.01	0.0	Misc	GBA	D3Publisher	Cabbage Patch Kids: The Patch Puppy Rescue	2007	0
0.0	0.02	0.0	0.01	0.0	Action	GBA	Crave Entertainment	Big Idea's VeggieTales: LarryBoy and the Bad Apple	2006	0
0.0	0.02	0.0	0.01	0.0	Sports	GBA	Konami Digital Entertainment	WTA Tour Tennis	2002	0
0.0	0.02	0.0	0.01	0.0	Sports	GBA	Ubisoft	Davis Cup Tennis	2002	0
0.0	0.02	0.0	0.01	0.0	Shooter	GBA	Zoo Digital Publishing	Dead to Rights	2004	0
0.0	0.02	0.0	0.01	0.0	Action	GBA	THQ	Games Explosion!	2006	0
0.0	0.02	0.0	0.01	0.0	Role-Playing	GBA	Hudson Entertainment	Robopon 2: Ring Version	2001	0
0.0	0.02	0.0	0.01	0.0	Platform	GBA	NewKidCo	Dragon Tales: Dragon Adventures	2003	0
0.0	0.02	0.0	0.01	0.0	Platform	GBA	Ubisoft	Rayman 10th Anniversary	2005	0
0.0	0.01	0.0	0.01	0.0	Action	GBA	Activision	Blackthorne	2003	0
0.0	0.01	0.0	0.01	0.0	Sports	GBA	XS Games	Ten Pin Alley 2	2004	0
0.0	0.01	0.0	0.01	0.0	Fighting	GBA	Midway Games	Mortal Kombat: Tournament Edition	2003	0
0.0	0.01	0.0	0.01	0.0	Misc	GBA	Take-Two Interactive	World Poker Tour	2005	0
0.0	0.01	0.0	0.01	0.0	Racing	GBA	Zoo Digital Publishing	Road Trip: Shifting Gears	2002	0
0.0	0.01	0.0	0.01	0.0	Simulation	GBA	Tecmo Koei	Monster Rancher Advance 2	2002	0
0.0	0.01	0.0	0.01	0.0	Racing	GBA	Destination Software, Inc	Hot Wheels: Stunt Track Challenge / World Race	2006	0
0.0	0.01	0.0	0.01	0.0	Fighting	GBA	Konami Digital Entertainment	Rave Master: Special Attack Force!	2002	0
0.0	0.01	0.0	0.01	0.0	Adventure	GBA	Microids	Casper	2002	0
0.0	0.01	0.0	0.01	0.0	Racing	GBA	Zoo Digital Publishing	Freekstyle	2003	0
0.0	0.01	0.0	0.01	0.0	Racing	GBA	XS Games	Thunder Alley	2004	0
0.0	0.01	0.0	0.01	0.0	Platform	GBA	Titus	Kao the Kangaroo	2001	0
0.0	0.01	0.0	0.01	0.0	Racing	GBA	Rebellion	Smuggler's Run	2002	0
0.0	0.01	0.0	0.01	0.0	Shooter	GBA	LSP Games	CT Special Forces 2: Back in the Trenches	2003	0
0.0	0.01	0.0	0.01	0.0	Racing	GBA	Ubisoft	Moto Racer Advance	2002	0
0.0	0.01	0.0	0.01	0.0	Misc	GBA	Atari	Duel Masters: Shadow of the Code	2004	0
0.0	0.01	0.0	0.01	0.0	Puzzle	GBA	Liquid Games	Tringo	2006	0
0.0	0.01	0.0	0.01	0.0	Puzzle	GBA	Zoo Digital Publishing	Whac-A-Mole	2005	0
0.0	0.01	0.0	0.01	0.0	Misc	GBA	Ubisoft	Petz: Hamsterz Life 2	2007	0
0.0	0.01	0.0	0.01	0.0	Sports	GBA	Destination Software, Inc	Wade Hixton's Counter Punch	2004	0
0.0	0.01	0.0	0.01	0.0	Sports	GBA	Ubisoft	Razor Freestyle Scooter	2001	0
0.0	0.01	0.0	0.01	0.0	Puzzle	GBA	Zoo Digital Publishing	Snood 2: On Vacation	2005	0
0.0	0.01	0.0	0.01	0.0	Platform	GBA	Game Factory	The Land Before Time: Into the Mysterious Beyond	2006	0
0.0	0.01	0.0	0.01	0.0	Racing	GBA	Jaleco	Karnaaj Rally	2003	0
0.0	0.01	0.0	0.01	0.0	Action	GBA	NewKidCo	E.T. The Extra-Terrestrial	2001	0
0.0	0.01	0.0	0.01	0.0	Role-Playing	GBA	Banpresto	Super Robot Taisen: Original Generation	2002	0
0.0	0.01	0.0	0.01	0.0	Fighting	GBA	Midway Games	Mortal Kombat: Deadly Alliance	2002	0
0.0	0.01	0.0	0.01	0.0	Action	GBA	Titus	Planet Monsters	2001	0
0.0	0.01	0.0	0.01	0.0	Platform	GBA	Kemco	Woody Woodpecker in Crazy Castle 5	2002	0
0.0	0.01	0.0	0.01	0.0	Platform	GBA	Wanadoo	Spirits & Spells	2003	0
0.0	0.01	0.0	0.01	0.0	Simulation	GBA	Ubisoft	Horsez	2006	0
0.0	0.01	0.0	0.01	0.0	Sports	GBA	Wanadoo	Ultimate Beach Soccer	2003	0
0.0	0.01	0.01	0.0	0.0	Racing	GBA	Nintendo	bit Generations: Dotstream	2006	0
0.0	0.01	0.0	0.01	0.0	Action	GBA	Universal Interactive	Bruce Lee: Return of the Legend	2003	0
0.0	0.01	0.0	0.01	0.0	Action	GBA	ITE Media	Hugo: The Evil Mirror	2002	0
0.0	0.01	0.0	0.01	0.0	Adventure	GBA	THQ	Bratz: Forever Diamondz	2006	0
0.0	0.01	0.0	0.01	0.0	Racing	GBA	Atari	Sega Rally Championship	2002	0
0.0	0.01	0.0	0.01	0.0	Misc	GBA	Disney Interactive Studios	Disney's Little Einsteins	2006	0
0.0	0.01	0.0	0.01	0.0	Platform	GBA	Ubisoft	Open Season	2006	0
0.0	0.01	0.0	0.01	0.0	Misc	GBA	Zoo Digital Publishing	Killer 3D Pool	2005	0
0.0	0.01	0.0	0.0	0.0	Misc	GBA	Midway Games	Defender	2002	0
0.0	0.01	0.0	0.0	0.0	Shooter	GBA	Take-Two Interactive	Duke Nukem Advance	2002	0
0.0	0.01	0.0	0.0	0.0	Sports	GBA	Acclaim Entertainment	Aggressive Inline	2002	0
0.0	0.01	0.0	0.0	0.0	Simulation	GBA	Ubisoft	Dogz Fashion	2006	0
0.0	0.01	0.0	0.0	0.0	Sports	GBA	Take-Two Interactive	Top Spin 2	2006	0
0.0	0.01	0.0	0.0	0.0	Puzzle	GBA	Ignition Entertainment	Animal Snap: Rescue Them 2 By 2	2002	0
0.0	0.01	0.0	0.0	0.0	Platform	GBA	Kemco	Crazy Chase	2002	0
0.0	0.01	0.0	0.0	0.0	Action	GBA	Game Factory	Garfield and His Nine Lives	2006	0
0.0	0.01	0.0	0.0	0.0	Action	GBA	Atlus	Battle B-Daman	2004	0
0.0	0.01	0.0	0.0	0.0	Adventure	GBA	DreamCatcher Interactive	Nancy Drew: Message in a Haunted Mansion	2001	0
0.0	0.01	0.0	0.0	0.0	Puzzle	GBA	Mastiff	Dr. Sudoku	2006	0
0.0	0.01	0.01	0.0	0.0	Puzzle	GBA	Nintendo	bit Generations: Dialhex	2006	0
1.04	7.07	1.39	4.41	0.22	Fighting	GC	Nintendo	Super Smash Bros. Melee	2001	1
1.77	6.95	0.87	4.12	0.19	Racing	GC	Nintendo	Mario Kart: Double Dash!!	2003	1
1.26	6.31	0.87	4.01	0.17	Platform	GC	Nintendo	Super Mario Sunshine	2002	1
0.99	4.6	0.89	2.6	0.13	Action	GC	Nintendo	The Legend of Zelda: The Wind Waker	2002	1
0.67	3.6	0.46	2.38	0.1	Action	GC	Nintendo	Luigi's Mansion	2001	1
0.16	3.15	0.99	1.92	0.09	Simulation	GC	Nintendo	Animal Crossing	2001	1
0.67	2.82	0.1	1.96	0.09	Shooter	GC	Nintendo	Metroid Prime	2002	1
0.59	2.56	0.21	1.7	0.07	Platform	GC	Sega	Sonic Adventure 2 Battle	2001	1
0.57	2.54	0.7	1.21	0.07	Role-Playing	GC	Nintendo	Pokémon Colosseum	2003	1
0.36	2.47	0.92	1.13	0.07	Misc	GC	Nintendo	Mario Party 4	2002	1
0.25	2.25	0.46	1.48	0.06	Role-Playing	GC	Nintendo	Paper Mario: The Thousand-Year Door	2004	1
0.33	2.08	0.73	0.97	0.06	Misc	GC	Nintendo	Mario Party 5	2003	1
0.48	2.05	0.05	1.47	0.06	Misc	GC	Infogrames	Sonic Mega Collection	2002	1
0.75	1.9	0.03	1.03	0.09	Simulation	GC	LucasArts	Star Wars Rogue Leader: Rogue Squadron II	2001	1
0.53	1.87	0.3	0.96	0.09	Adventure	GC	Nintendo	Star Fox Adventures	2002	1
0.42	1.69	0.22	0.98	0.06	Action	GC	Capcom	Resident Evil 4	2005	1
0.11	1.65	0.6	0.9	0.05	Misc	GC	Nintendo	Mario Party 6	2004	1
0.25	1.63	0.56	0.78	0.04	Strategy	GC	Nintendo	Pikmin	2001	1
0.11	1.62	0.45	1.01	0.04	Racing	GC	Nintendo	Kirby Air Ride	2003	1
0.38	1.61	0.2	0.98	0.04	Sports	GC	Nintendo	Super Mario Strikers	2005	1
0.44	1.6	0.06	1.05	0.04	Platform	GC	Sega	Sonic Heroes	2003	1
0.36	1.59	0.04	1.15	0.04	Action	GC	Nintendo	The Legend of Zelda: Twilight Princess	2006	1
0.11	1.57	0.46	0.95	0.04	Misc	GC	Nintendo	Mario Party 7	2005	1
0.15	1.53	0.25	1.09	0.04	Sports	GC	Nintendo	Mario Golf: Toadstool Tour	2003	1
0.31	1.52	0.06	1.11	0.04	Puzzle	GC	Atari	Super Monkey Ball 2	2002	1
0.32	1.5	0.11	0.99	0.08	Fighting	GC	Namco Bandai Games	SoulCalibur II	2003	1
0.38	1.49	0.36	0.72	0.04	Role-Playing	GC	Nintendo	Final Fantasy: Crystal Chronicles	2003	1
0.37	1.46	0.1	0.95	0.04	Puzzle	GC	Atari	Super Monkey Ball	2001	1
0.24	1.46	0.25	0.93	0.04	Sports	GC	Nintendo	Mario Superstar Baseball	2005	1
0.38	1.42	0.35	0.63	0.05	Action	GC	Capcom	Resident Evil (Remake)	2002	1
0.28	1.41	0.0	1.09	0.04	Action	GC	Eidos Interactive	LEGO Star Wars: The Video Game	2005	1
0.22	1.34	0.24	0.84	0.04	Platform	GC	Nintendo	Donkey Kong Jungle Beat	2004	1
0.35	1.33	0.07	0.87	0.04	Shooter	GC	Nintendo	Metroid Prime 2: Echoes	2004	1
0.27	1.29	0.45	0.54	0.04	Action	GC	Capcom	Resident Evil Zero	2002	1
0.3	1.27	0.06	0.87	0.03	Platform	GC	Sega	Sonic Adventure DX: Director's Cut	2003	1
0.19	1.25	0.31	0.71	0.03	Role-Playing	GC	Nintendo	Pokemon XD: Gale of Darkness	2005	1
0.16	1.22	0.46	0.58	0.03	Sports	GC	Nintendo	Mario Power Tennis	2004	1
0.48	1.21	0.01	0.69	0.03	Racing	GC	Electronic Arts	Need for Speed Underground	2003	1
0.13	1.2	0.56	0.48	0.03	Strategy	GC	Nintendo	Pikmin 2	2004	1
0.27	1.19	0.01	0.86	0.04	Action	GC	Activision	Spider-Man: The Movie	2002	1
0.16	1.15	0.46	0.5	0.03	Misc	GC	Nintendo	Donkey Konga	2003	1
0.39	1.14	0.01	0.7	0.03	Racing	GC	Electronic Arts	Need for Speed Underground 2	2004	1
0.21	1.1	0.31	0.54	0.04	Role-Playing	GC	Nintendo	Tales of Symphonia	2003	1
0.18	1.08	0.19	0.68	0.03	Shooter	GC	Nintendo	Star Fox: Assault	2005	1
0.12	1.04	0.45	0.44	0.03	Fighting	GC	Nintendo	Naruto: Clash of Ninja 2	2003	1
0.26	1.02	0.01	0.73	0.03	Platform	GC	Activision	Shrek 2	2004	1
0.2	0.99	0.0	0.77	0.03	Racing	GC	Vivendi Games	The Simpsons: Hit & Run	2003	0
0.2	0.99	0.0	0.76	0.03	Platform	GC	Sega	Shadow The Hedgehog	2005	0
0.19	0.97	0.0	0.75	0.03	Action	GC	LucasArts	LEGO Star Wars II: The Original Trilogy	2006	0
0.19	0.95	0.0	0.74	0.03	Platform	GC	THQ	SpongeBob SquarePants: Battle for Bikini Bottom	2003	0
0.19	0.94	0.0	0.73	0.03	Platform	GC	THQ	The SpongeBob SquarePants Movie	2004	0
0.19	0.93	0.0	0.72	0.03	Racing	GC	THQ	Cars	2006	0
0.18	0.92	0.0	0.71	0.03	Racing	GC	Sega	Sonic Riders	2006	0
0.18	0.89	0.0	0.69	0.02	Action	GC	THQ	Finding Nemo	2003	0
0.17	0.84	0.0	0.65	0.02	Action	GC	Activision	Spider-Man 2	2004	0
0.17	0.84	0.0	0.65	0.02	Action	GC	THQ	The Incredibles	2004	0
0.17	0.82	0.0	0.64	0.02	Sports	GC	Activision	Tony Hawk's Pro Skater 3	2001	0
0.16	0.81	0.0	0.63	0.02	Action	GC	Nintendo	The Legend of Zelda: Four Swords Adventures	2004	0
0.16	0.8	0.0	0.62	0.02	Simulation	GC	LucasArts	Star Wars Rogue Squadron III: Rebel Strike	2003	0
0.09	0.8	0.0	0.68	0.02	Racing	GC	Electronic Arts	Need for Speed: Hot Pursuit 2	2002	0
0.16	0.79	0.0	0.61	0.02	Role-Playing	GC	Ubisoft	Harvest Moon: A Wonderful Life	2003	0
0.16	0.78	0.0	0.6	0.02	Shooter	GC	Electronic Arts	James Bond 007: Nightfire	2002	0
0.15	0.72	0.0	0.56	0.02	Shooter	GC	Electronic Arts	James Bond 007: Agent Under Fire	2002	0
0.14	0.71	0.0	0.55	0.02	Fighting	GC	Atari	Godzilla: Destroy All Monsters Melee	2002	0
0.13	0.71	0.07	0.49	0.02	Strategy	GC	Konami Digital Entertainment	Yu-Gi-Oh! The Falsebound Kingdom	2002	0
0.14	0.71	0.0	0.55	0.02	Platform	GC	Universal Interactive	Spyro: Enter the Dragonfly	2002	0
0.05	0.71	0.44	0.2	0.02	Puzzle	GC	Nintendo	WarioWare, Inc.: Mega Party Game$	2003	0
0.14	0.7	0.0	0.54	0.02	Sports	GC	Activision	Tony Hawk's Underground	2003	0
0.14	0.7	0.0	0.54	0.02	Sports	GC	Electronic Arts	Madden NFL 2005	2004	0
0.14	0.69	0.0	0.53	0.02	Fighting	GC	Atari	Dragon Ball Z: Budokai	2003	0
0.14	0.69	0.0	0.53	0.02	Action	GC	Electronic Arts	Harry Potter and the Chamber of Secrets	2002	0
0.14	0.69	0.0	0.53	0.02	Action	GC	Electronic Arts	The Lord of the Rings: The Return of the King	2003	0
0.14	0.68	0.0	0.53	0.02	Fighting	GC	Tomy Corporation	Naruto: Clash of Ninja	2003	0
0.13	0.66	0.0	0.52	0.02	Platform	GC	Activision	Madagascar	2005	0
0.2	0.66	0.0	0.43	0.03	Simulation	GC	Electronic Arts	The Sims: Bustin' Out	2003	0
0.11	0.65	0.12	0.41	0.02	Racing	GC	Nintendo	F-Zero GX	2003	0
0.13	0.63	0.0	0.48	0.02	Misc	GC	Namco Bandai Games	Namco Museum	2002	0
0.13	0.62	0.0	0.48	0.02	Sports	GC	Electronic Arts	Madden NFL 07	2006	0
0.1	0.62	0.12	0.38	0.02	Action	GC	Capcom	Viewtiful Joe	2003	0
0.12	0.62	0.0	0.48	0.02	Misc	GC	Namco Bandai Games	Pac-Man Player's Choice Bundle	2003	0
0.12	0.61	0.0	0.47	0.02	Sports	GC	Electronic Arts	Madden NFL 2002	2001	0
0.1	0.6	0.09	0.4	0.02	Racing	GC	Nintendo	Wave Race: Blue Storm	2001	0
0.12	0.59	0.0	0.46	0.02	Shooter	GC	Electronic Arts	Medal of Honor: Frontline	2002	0
0.12	0.59	0.0	0.46	0.02	Platform	GC	Universal Interactive	Crash Bandicoot: The Wrath of Cortex	2002	0
0.12	0.58	0.0	0.45	0.02	Sports	GC	Activision	Tony Hawk's Pro Skater 4	2002	0
0.11	0.57	0.0	0.44	0.02	Sports	GC	Electronic Arts	Madden NFL 06	2005	0
0.11	0.56	0.0	0.44	0.02	Action	GC	Activision	True Crime: Streets of LA	2003	0
0.11	0.56	0.0	0.43	0.02	Racing	GC	Electronic Arts	Need for Speed: Most Wanted	2005	0
0.08	0.54	0.16	0.29	0.01	Action	GC	Nintendo	Fire Emblem: Path of Radiance	2005	0
0.11	0.54	0.0	0.42	0.01	Sports	GC	Electronic Arts	SSX Tricky	2001	0
0.11	0.53	0.0	0.41	0.01	Role-Playing	GC	Activision	X-Men Legends	2004	0
0.11	0.53	0.0	0.41	0.01	Action	GC	Electronic Arts	The Lord of the Rings: The Two Towers	2002	0
0.1	0.51	0.0	0.4	0.01	Sports	GC	Electronic Arts	Madden NFL 2004	2003	0
0.1	0.5	0.0	0.39	0.01	Adventure	GC	THQ	Avatar: The Last Airbender	2006	0
0.1	0.5	0.0	0.38	0.01	Sports	GC	Activision	Tony Hawk's Underground 2	2004	0
0.1	0.49	0.0	0.38	0.01	Fighting	GC	THQ	WWE Wrestlemania X8	2002	0
0.13	0.49	0.0	0.35	0.01	Simulation	GC	Electronic Arts	The Sims	2003	0
